id,customer_id,amount,currency,failure_reason_code,diagnosis_category,attempt_count,status,created_at
f4773a9e-40ca-401f-93c6-4cedff040db6,dc46f92e-8cad-4be8-b5c2-9d1babf938cd,863.75,INR,processing_error,retryable,0,failed,2026-08-07T21:24:12.781540
1e77fae5-30e4-47c1-b132-34ec3f282598,a85cfa7e-fd46-455d-b834-feb130c89091,3440.72,INR,invalid_otp,customer_action,0,failed,2026-09-04T19:45:12.781554
6efc0503-19e1-435b-a039-5c0f41b193e3,dc46f92e-8cad-4be8-b5c2-9d1babf938cd,369.48,INR,insufficient_funds,customer_action,2,failed,2026-08-26T02:43:12.781568
bbc53ebd-72c5-4e94-9111-1460c20da9db,7e855588-2f10-41ac-806f-422cb62a88f8,10525.37,INR,bank_timeout,retryable,0,failed,2026-08-06T05:34:12.781582
f0c81dbd-e739-4ff3-8bec-ffceda42ac26,98dafce5-68c1-452b-b7b5-9cf9c964e765,590.37,INR,bank_timeout,retryable,2,failed,2026-08-13T19:58:12.781596
aa46b6f6-2a95-405d-bde7-27e9b3310db3,c13f772f-ad45-4e90-a6d8-2cb7ea758b2d,833.55,INR,invalid_otp,customer_action,0,failed,2026-08-28T22:55:12.781609
990458b5-d358-46f7-a094-f164ce488b8e,98dafce5-68c1-452b-b7b5-9cf9c964e765,664.66,INR,card_expired,customer_action,1,failed,2026-08-20T00:12:12.781623
7348f470-ff79-428c-8334-8bf2afb6c3bc,e221ccd0-270f-433b-9aa6-b913a841020b,481.1,INR,bank_timeout,retryable,1,failed,2026-08-27T03:25:12.781639
cae9c48c-d274-4328-9f06-dc79ee42e5eb,4cc4207d-54ec-421b-942c-2115f39097e1,452.12,INR,bank_timeout,retryable,1,failed,2026-08-05T13:28:12.781655
4b941a09-b39b-4380-adfd-ecf92bc74d34,ff35149c-ad6b-487b-b2f6-9edd3e6f2fc2,586.87,INR,insufficient_funds,customer_action,1,failed,2026-08-11T19:01:12.781668
fc6c05e0-f640-434b-9405-a2e69ba21a7f,bfecadef-f1c9-40fc-8272-f59e9aa7e715,4329.68,INR,risk_flagged,fraud_risk,0,failed,2026-08-25T06:20:12.781681
615d01bf-3bdc-4840-9104-3216897868e5,2cb5f8f4-bde4-48c6-a7f7-c65648aefe13,301.14,INR,bank_timeout,retryable,0,failed,2026-09-03T18:21:12.781695
381ca710-0b6f-47c7-b52a-439948d79f43,c13f772f-ad45-4e90-a6d8-2cb7ea758b2d,709.66,INR,network_error,retryable,2,failed,2026-09-02T11:03:12.781709
ea780ae2-135b-4e2b-971d-1332c1531902,bfecadef-f1c9-40fc-8272-f59e9aa7e715,2761.43,INR,invalid_otp,customer_action,0,failed,2026-09-04T02:44:12.781725
79bd35a1-cf2b-4ba7-9315-39272d6d6541,97a21001-114b-4a46-b369-249ea8ccfce6,6306.87,INR,insufficient_funds,customer_action,1,failed,2026-08-17T14:56:12.781757
9f95597e-6178-4906-85ac-d8ed8dd32def,aaa789c0-bb44-4138-856e-b04b0bfebaf1,4243.76,INR,insufficient_funds,customer_action,3,failed,2026-09-03T04:32:12.781771
409ddc16-d51f-4491-812d-862015ddb340,d39328a7-8e8a-42fd-86d7-353b288749ff,684.45,INR,processing_error,retryable,2,failed,2026-08-28T19:15:12.781785
a7294b30-af21-40f1-96c3-447b6975cecc,d626e18c-02fb-4eff-80e6-04c8dc7ee660,10947.06,INR,network_error,retryable,1,failed,2026-08-23T02:03:12.781798
c808abc8-9237-4d5f-b2a5-c89179d81990,7e855588-2f10-41ac-806f-422cb62a88f8,24202.18,INR,insufficient_funds,customer_action,0,failed,2026-08-12T04:59:12.781812
70d0b7ea-1609-4685-bf24-40f5e63a8fd5,ff35149c-ad6b-487b-b2f6-9edd3e6f2fc2,264.87,INR,insufficient_funds,customer_action,0,failed,2026-08-19T09:29:12.781825
8c68ed05-f8d1-4330-a83e-4929defa07bf,2cb5f8f4-bde4-48c6-a7f7-c65648aefe13,750.81,INR,card_expired,customer_action,1,failed,2026-09-04T04:21:12.781840
b6319391-f27d-4599-b7aa-f056e1e9ca13,c13f772f-ad45-4e90-a6d8-2cb7ea758b2d,886.83,INR,card_expired,customer_action,0,failed,2026-08-29T02:49:12.781853
30f66388-2660-4525-9c12-d6513223cf19,cbb51199-bd88-44d5-b683-24482308226a,3644.07,INR,bank_timeout,retryable,3,failed,2026-08-23T08:05:12.781866
bc22df9a-d402-4c3a-a8db-e91f3cb255b7,98dafce5-68c1-452b-b7b5-9cf9c964e765,925.82,INR,bank_timeout,retryable,2,failed,2026-09-03T10:29:12.781879
c1f2cf8d-0ba6-4431-92ed-08b8a5be081d,cbb51199-bd88-44d5-b683-24482308226a,3995.08,INR,card_expired,customer_action,1,failed,2026-08-26T21:32:12.781892
c4d71058-bdab-48ed-8669-2f4d03f0eccf,d626e18c-02fb-4eff-80e6-04c8dc7ee660,18994.67,INR,bank_timeout,retryable,3,failed,2026-08-19T18:08:12.781906
